cf_id,company_name,blurb,goal,pledged,outcome,backers_count,country,currency,launched_at,deadline,staff_pick,spotlight,category & sub-category,category,subcategory,category_id,subcategory_id
1344,Curtis-Curtis,User-friendly reciprocal initiative,4200,2212,failed,30,AU,AUD,4/20/2021,10/14/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
2824,Carlson Inc,Ergonomic fresh-thinking installation,2100,4640,successful,41,US,USD,12/28/2020,11/24/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
940,"Clarke, Anderson and Lee",Robust explicit hardware,191200,191222,successful,1821,US,USD,5/22/2021,6/30/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
3024,Evans Group,Stand-alone actuating support,8000,12985,successful,164,US,USD,4/26/2021,7/14/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
2164,Bruce Group,Cross-platform methodical process improvement,5500,4300,failed,75,US,USD,2/1/2021,9/5/2021,FALSE,TRUE,technology/web,technology,web,cat03,scat03
2427,"Keith, Alvarez and Potter",Extended bottom-line open architecture,6100,9134,successful,157,CH,CHF,9/5/2021,12/16/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
1548,Burton-Watkins,Extended reciprocal circuit,3500,8864,successful,246,US,USD,8/1/2020,8/15/2021,FALSE,TRUE,photography/photography books,photography,photography books,cat08,scat015
2657,Lopez and Sons,Polarized human-resource protocol,150500,150755,successful,1396,US,USD,11/14/2021,11/24/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2916,Cordova Ltd,Synergized radical product,90400,110279,successful,2506,US,USD,5/5/2021,8/8/2021,FALSE,FALSE,technology/web,technology,web,cat03,scat03
1348,Brown-Vang,Robust heuristic artificial intelligence,9800,13439,successful,244,US,USD,1/11/2021,8/25/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
557,Cruz-Ward,Robust content-based emulation,2600,10804,successful,146,AU,AUD,4/1/2021,10/19/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2915,Hernandez Group,Ergonomic uniform open system,128100,40107,failed,955,DK,DKK,5/16/2020,3/18/2021,FALSE,TRUE,music/indie rock,music,indie rock,cat02,scat08
320,"Tran, Steele and Wilson",Profit-focused modular product,23300,98811,successful,1267,US,USD,7/10/2020,3/23/2021,FALSE,TRUE,film & video/shorts,film & video,shorts,cat05,scat013
1458,"Summers, Gallegos and Stein",Mandatory mobile product,188100,5528,failed,67,US,USD,9/24/2020,7/27/2021,FALSE,FALSE,music/indie rock,music,indie rock,cat02,scat08
379,Blair Group,Public-key 3rdgeneration budgetary management,4900,521,failed,5,US,USD,11/17/2020,11/23/2021,FALSE,FALSE,publishing/translations,publishing,translations,cat06,scat019
1879,Nixon Inc,Centralized national firmware,800,663,failed,26,US,USD,9/4/2020,4/16/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
597,White LLC,Cross-group 4thgeneration middleware,96700,157635,successful,1561,US,USD,3/21/2021,10/17/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1130,"Santos, Black and Donovan",Pre-emptive scalable access,600,5368,successful,48,US,USD,4/15/2020,2/8/2021,FALSE,TRUE,technology/wearables,technology,wearables,cat03,scat09
2354,"Jones, Contreras and Burnett",Sharable intangible migration,181200,47459,failed,1130,US,USD,1/27/2021,12/16/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1358,Stone-Orozco,Proactive scalable Graphical User Interface,115000,86060,failed,782,US,USD,1/6/2021,5/6/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
188,"Lee, Gibson and Morgan",Digitized solution-oriented product,38800,161593,successful,2739,US,USD,5/2/2021,8/26/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2228,Alexander-Williams,Triple-buffered cohesive structure,7200,6927,failed,210,US,USD,4/17/2021,7/8/2021,FALSE,FALSE,food/food trucks,food,food trucks,cat01,scat01
1743,Marks Ltd,Realigned human-resource orchestration,44500,159185,successful,3537,CA,CAD,9/14/2020,4/11/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
2563,"Olsen, Edwards and Reid",Optional clear-thinking software,56000,172736,successful,2107,AU,AUD,10/9/2020,6/6/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
2424,"Daniels, Rose and Tyler",Centralized global approach,8600,5315,failed,136,US,USD,3/17/2021,4/15/2021,FALSE,FALSE,technology/web,technology,web,cat03,scat03
2369,Adams Group,Reverse-engineered bandwidth-monitored contingency,27100,195750,successful,3318,DK,DKK,3/9/2021,8/28/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1134,"Rogers, Huerta and Medina",Pre-emptive bandwidth-monitored instruction set,5100,3525,failed,86,CA,CAD,4/16/2020,3/2/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
2241,"Howard, Carter and Griffith",Adaptive asynchronous emulation,3600,10550,successful,340,US,USD,7/13/2021,9/11/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2745,Bailey PLC,Innovative actuating conglomeration,1000,718,failed,19,US,USD,4/28/2020,3/22/2021,FALSE,FALSE,film & video/television,film & video,television,cat05,scat020
1055,Parker Group,Grass-roots foreground policy,88800,28358,failed,886,US,USD,2/10/2021,8/16/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1215,Fox Group,Horizontal transitional paradigm,60200,138384,successful,1442,CA,CAD,6/12/2020,2/20/2021,FALSE,TRUE,film & video/shorts,film & video,shorts,cat05,scat013
2036,"Walker, Jones and Rodriguez",Networked didactic info-mediaries,8200,2625,failed,35,IT,EUR,6/18/2021,10/7/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1191,Anthony-Shaw,Switchable contextually-based access,191300,45004,canceled,441,US,USD,1/30/2021,5/23/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
879,Cook LLC,Up-sized dynamic throughput,3700,2538,failed,24,US,USD,2/24/2021,9/4/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
3062,Sutton PLC,Mandatory reciprocal superstructure,8400,3188,failed,86,IT,EUR,7/25/2020,5/11/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
611,"Long, Morgan and Mitchell",Upgradable 4thgeneration productivity,42600,8517,failed,243,US,USD,11/7/2020,6/16/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
3195,"Calhoun, Rogers and Long",Progressive discrete hub,6600,3012,failed,65,US,USD,4/25/2020,3/22/2021,TRUE,FALSE,music/indie rock,music,indie rock,cat02,scat08
1221,Sandoval Group,Assimilated multi-tasking archive,7100,8716,successful,126,US,USD,8/30/2021,9/21/2021,FALSE,FALSE,music/metal,music,metal,cat02,scat017
2536,Smith and Sons,Upgradable high-level solution,15800,57157,successful,524,US,USD,2/2/2021,12/15/2021,FALSE,FALSE,music/electric music,music,electric music,cat02,scat06
1834,King Inc,Organic bandwidth-monitored frame,8200,5178,failed,100,DK,DKK,8/6/2020,8/30/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
593,Perry and Sons,Business-focused logistical framework,54700,163118,successful,1989,US,USD,3/14/2021,6/2/2021,FALSE,FALSE,film & video/drama,film & video,drama,cat05,scat07
3039,Palmer Inc,Universal multi-state capability,63200,6041,failed,168,US,USD,4/5/2021,7/5/2021,FALSE,FALSE,music/electric music,music,electric music,cat02,scat06
777,"Hull, Baker and Martinez",Digitized reciprocal infrastructure,1800,968,failed,13,US,USD,3/14/2020,3/13/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
835,"Becker, Rice and White",Reduced dedicated capability,100,2,failed,1,CA,CAD,9/24/2020,5/26/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
797,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce,2100,14305,successful,157,US,USD,2/9/2021,10/26/2021,FALSE,FALSE,technology/web,technology,web,cat03,scat03
509,Mcknight-Freeman,Upgradable scalable methodology,8300,6543,canceled,82,US,USD,8/13/2020,4/22/2021,FALSE,FALSE,food/food trucks,food,food trucks,cat01,scat01
2286,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900,193413,successful,4498,AU,AUD,5/24/2021,9/24/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2110,Daniel-Luna,Mandatory multimedia leverage,75000,2529,failed,40,US,USD,10/20/2020,1/17/2021,FALSE,FALSE,music/jazz,music,jazz,cat02,scat018
1038,Weaver-Marquez,Focused analyzing circuit,1300,5614,successful,80,US,USD,4/10/2021,1/4/2022,TRUE,FALSE,theater/plays,theater,plays,cat04,scat04
2893,"Austin, Baker and Kelley",Fundamental grid-enabled strategy,9000,3496,canceled,57,US,USD,6/4/2021,10/29/2021,FALSE,FALSE,publishing/fiction,publishing,fiction,cat06,scat014
805,Carney-Anderson,Digitized 5thgeneration knowledgebase,1000,4257,successful,43,US,USD,12/25/2020,8/29/2021,FALSE,TRUE,music/rock,music,rock,cat02,scat02
225,Jackson Inc,Mandatory multi-tasking encryption,196900,199110,successful,2053,US,USD,12/7/2020,8/21/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
968,Warren Ltd,Distributed system-worthy application,194500,41212,live,808,AU,AUD,6/7/2021,9/21/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
1369,Schultz Inc,Synergistic tertiary time-frame,9400,6338,failed,226,DK,DKK,1/28/2021,8/24/2021,FALSE,FALSE,film & video/science fiction,film & video,science fiction,cat05,scat023
1417,Thompson LLC,Customer-focused impactful benchmark,104400,99100,failed,1625,US,USD,6/13/2020,6/17/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3011,Johnson Inc,Profound next generation infrastructure,8100,12300,successful,168,US,USD,2/24/2020,3/5/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2691,Morgan-Warren,Face-to-face encompassing info-mediaries,87900,171549,successful,4289,US,USD,12/20/2020,7/30/2021,FALSE,TRUE,music/indie rock,music,indie rock,cat02,scat08
2159,Sullivan Group,Open-source fresh-thinking policy,1400,14324,successful,165,US,USD,6/1/2021,7/24/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
2515,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800,6024,failed,143,US,USD,10/7/2020,5/14/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
544,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700,188721,successful,1815,US,USD,8/22/2020,1/6/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3030,"Moore, Dudley and Navarro",Organic multi-tasking focus group,129400,57911,failed,934,US,USD,3/9/2021,6/28/2021,FALSE,FALSE,film & video/science fiction,film & video,science fiction,cat05,scat023
817,Price-Rodriguez,Adaptive logistical initiative,5700,12309,successful,397,GB,GBP,2/4/2021,4/26/2021,FALSE,TRUE,film & video/shorts,film & video,shorts,cat05,scat013
1400,Huang-Henderson,Stand-alone mobile customer loyalty,41700,138497,successful,1539,US,USD,8/30/2020,8/4/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
657,Owens-Le,Focused composite approach,7900,667,failed,17,US,USD,7/31/2021,12/1/2021,TRUE,FALSE,theater/plays,theater,plays,cat04,scat04
966,Huff LLC,Face-to-face clear-thinking Local Area Network,121500,119830,failed,2179,US,USD,4/10/2021,10/1/2021,TRUE,FALSE,food/food trucks,food,food trucks,cat01,scat01
1558,Johnson LLC,Cross-group cohesive circuit,4800,6623,successful,138,US,USD,12/18/2020,4/27/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
1379,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300,81897,failed,931,US,USD,3/28/2021,8/25/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
286,Lester-Moore,Diverse analyzing definition,46300,186885,successful,3594,US,USD,1/1/2021,5/30/2021,FALSE,FALSE,film & video/science fiction,film & video,science fiction,cat05,scat023
894,Fox-Quinn,Enterprise-wide reciprocal success,67800,176398,successful,5880,US,USD,10/14/2020,2/28/2021,TRUE,FALSE,music/rock,music,rock,cat02,scat02
709,Garcia Inc,Progressive neutral middleware,3000,10999,successful,112,US,USD,11/26/2020,2/8/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
1599,Johnson-Lee,Intuitive exuding process improvement,60900,102751,successful,943,US,USD,8/7/2020,6/15/2021,FALSE,FALSE,games/mobile games,games,mobile games,cat07,scat021
905,Pineda Group,Exclusive real-time protocol,137900,165352,successful,2468,US,USD,5/12/2021,10/18/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
146,Hoffman-Howard,Extended encompassing application,85600,165798,successful,2551,US,USD,12/19/2020,3/10/2021,FALSE,TRUE,games/mobile games,games,mobile games,cat07,scat021
1632,"Miranda, Hall and Mcgrath",Progressive value-added ability,2400,10084,successful,101,US,USD,1/25/2021,6/15/2021,FALSE,FALSE,games/video games,games,video games,cat07,scat012
537,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200,5523,canceled,67,US,USD,2/12/2021,9/13/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1289,Davis-Rodriguez,Progressive secondary portal,3400,5823,successful,92,US,USD,12/5/2020,11/9/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2712,"Reid, Rivera and Perry",Multi-lateral national adapter,3800,6000,successful,62,US,USD,10/15/2021,10/19/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
1980,Mendoza-Parker,Enterprise-wide motivating matrices,7500,8181,successful,149,IT,EUR,6/16/2020,6/28/2021,FALSE,TRUE,games/video games,games,video games,cat07,scat012
296,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600,3589,failed,92,US,USD,9/15/2020,2/23/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
1760,Gallegos-Cobb,Object-based directional function,39500,4323,failed,57,AU,AUD,1/21/2021,12/1/2021,FALSE,TRUE,music/rock,music,rock,cat02,scat02
2435,Ellison PLC,Re-contextualized tangible open architecture,9300,14822,successful,329,US,USD,3/15/2021,11/14/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
2343,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400,10138,successful,97,DK,DKK,6/11/2020,2/28/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
2556,Mason-Sanders,Networked web-enabled instruction set,3200,3127,failed,41,US,USD,4/12/2021,12/3/2021,FALSE,FALSE,technology/wearables,technology,wearables,cat03,scat09
2495,Pitts-Reed,Vision-oriented dynamic service-desk,29400,123124,successful,1784,US,USD,4/19/2020,2/20/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2497,Gonzalez-Martinez,Vision-oriented actuating open system,168500,171729,successful,1684,AU,AUD,1/17/2021,7/23/2021,FALSE,TRUE,publishing/nonfiction,publishing,nonfiction,cat06,scat010
1955,"Hill, Martin and Garcia",Sharable scalable core,8400,10729,successful,250,US,USD,8/22/2020,3/1/2021,FALSE,TRUE,music/rock,music,rock,cat02,scat02
1129,Garcia PLC,Customer-focused attitude-oriented function,2300,10240,successful,238,US,USD,4/17/2021,8/28/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
636,Herring-Bailey,Reverse-engineered system-worthy extranet,700,3988,successful,53,US,USD,5/2/2021,12/28/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
434,Russell-Gardner,Re-engineered systematic monitoring,2900,14771,successful,214,US,USD,9/16/2020,3/22/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1231,Walters-Carter,Seamless value-added standardization,4500,14649,successful,222,US,USD,11/20/2020,11/27/2021,FALSE,FALSE,technology/web,technology,web,cat03,scat03
3162,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800,184658,successful,1884,US,USD,9/20/2020,1/15/2021,FALSE,TRUE,publishing/fiction,publishing,fiction,cat06,scat014
1717,Roberts and Sons,Streamlined holistic knowledgebase,6200,13103,successful,218,AU,AUD,11/3/2020,8/2/2021,FALSE,FALSE,games/mobile games,games,mobile games,cat07,scat021
211,Avila-Nelson,Up-sized intermediate website,61500,168095,successful,6465,US,USD,3/25/2020,2/19/2021,FALSE,FALSE,publishing/translations,publishing,translations,cat06,scat019
2635,Robbins and Sons,Future-proofed directional synergy,100,3,failed,1,US,USD,9/16/2020,2/27/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
1854,Singleton Ltd,Enhanced user-facing function,7100,3840,failed,101,US,USD,8/1/2020,7/30/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
436,Perez PLC,Operative bandwidth-monitored interface,1000,6263,successful,59,US,USD,11/25/2020,8/28/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2965,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500,108161,failed,1335,CA,CAD,9/3/2020,2/24/2021,FALSE,FALSE,film & video/drama,film & video,drama,cat05,scat07
1034,Barry Group,De-engineered static Local Area Network,4600,8505,successful,88,US,USD,6/24/2021,8/28/2021,FALSE,FALSE,publishing/nonfiction,publishing,nonfiction,cat06,scat010
614,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500,96735,successful,1697,US,USD,11/3/2020,9/27/2021,FALSE,TRUE,music/rock,music,rock,cat02,scat02
1792,Smith-Reid,Optimized actuating toolset,4100,959,failed,15,GB,GBP,11/3/2020,10/17/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
121,Williams Inc,Decentralized exuding strategy,5700,8322,successful,92,US,USD,5/3/2020,5/8/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2936,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000,13424,successful,186,US,USD,11/14/2020,10/24/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
2081,Watkins Ltd,Multi-channeled responsive implementation,1800,10755,successful,138,US,USD,4/7/2021,6/30/2021,TRUE,FALSE,photography/photography books,photography,photography books,cat08,scat015
1204,Allen-Jones,Centralized modular initiative,6300,9935,successful,261,US,USD,7/15/2021,10/12/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
669,Mason-Smith,Reverse-engineered cohesive migration,84300,26303,failed,454,US,USD,8/4/2021,9/13/2021,FALSE,TRUE,music/rock,music,rock,cat02,scat02
735,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700,5328,successful,107,US,USD,2/27/2021,10/2/2021,FALSE,TRUE,music/indie rock,music,indie rock,cat02,scat08
933,Walker Ltd,Organic eco-centric success,2900,10756,successful,199,US,USD,10/26/2020,5/6/2021,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
3055,Gordon PLC,Virtual reciprocal policy,45600,165375,successful,5512,US,USD,8/29/2021,10/30/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
270,Lee and Sons,Persevering interactive emulation,4900,6031,successful,86,US,USD,5/15/2020,3/10/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
647,Cole LLC,Proactive responsive emulation,111900,85902,failed,3182,IT,EUR,8/7/2021,1/13/2022,FALSE,TRUE,music/jazz,music,jazz,cat02,scat018
1219,Acosta PLC,Extended eco-centric function,61600,143910,successful,2768,AU,AUD,5/8/2021,9/24/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1257,Brown-Mckee,Networked optimal productivity,1500,2708,successful,48,US,USD,3/23/2021,1/10/2022,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
2162,Miles and Sons,Persistent attitude-oriented approach,3500,8842,successful,87,US,USD,6/11/2021,6/24/2021,FALSE,FALSE,film & video/television,film & video,television,cat05,scat020
2274,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900,47260,canceled,1890,US,USD,10/7/2021,10/13/2021,FALSE,FALSE,games/video games,games,video games,cat07,scat012
2284,Foley-Cox,Progressive zero administration leverage,153700,1953,live,61,US,USD,7/9/2021,1/13/2022,FALSE,FALSE,photography/photography books,photography,photography books,cat08,scat015
407,"Horton, Morrison and Clark",Networked radical neural-net,51100,155349,successful,1894,US,USD,6/18/2021,10/25/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
2440,Thomas and Sons,Re-engineered heuristic forecast,7800,10704,successful,282,CA,CAD,11/4/2020,7/15/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2476,Morgan-Jenkins,Fully-configurable background algorithm,2400,773,failed,15,US,USD,9/13/2021,12/3/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
41,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900,9419,successful,116,US,USD,6/2/2021,12/31/2021,FALSE,FALSE,publishing/translations,publishing,translations,cat06,scat019
890,Fields Ltd,Front-line foreground project,5500,5324,failed,133,US,USD,5/23/2021,6/21/2021,FALSE,TRUE,games/video games,games,video games,cat07,scat012
2743,Ramos-Mitchell,Persevering system-worthy info-mediaries,700,7465,successful,83,US,USD,12/14/2020,4/24/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
266,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700,8799,successful,91,US,USD,3/28/2021,8/23/2021,FALSE,FALSE,technology/web,technology,web,cat03,scat03
3113,Smith-Jenkins,Vision-oriented methodical application,8000,13656,successful,546,US,USD,10/2/2020,7/25/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1909,Braun PLC,Function-based high-level infrastructure,2500,14536,successful,393,US,USD,7/6/2021,11/5/2021,FALSE,FALSE,film & video/animation,film & video,animation,cat05,scat011
962,Drake PLC,Profound object-oriented paradigm,164500,150552,failed,2062,US,USD,2/25/2020,4/6/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
213,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400,9076,successful,133,US,USD,7/20/2021,8/18/2021,FALSE,TRUE,film & video/television,film & video,television,cat05,scat020
2741,Lucas-Mullins,Business-focused dynamic instruction set,8100,1517,failed,29,DK,DKK,5/27/2020,3/20/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
2589,Tran LLC,Ameliorated fresh-thinking protocol,9800,8153,failed,132,US,USD,2/20/2021,4/10/2021,FALSE,FALSE,technology/web,technology,web,cat03,scat03
1238,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900,6357,successful,254,US,USD,8/19/2020,1/25/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
164,Obrien-Aguirre,Devolved uniform complexity,112100,19557,canceled,184,US,USD,2/15/2021,11/12/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2685,Ferguson PLC,Public-key intangible superstructure,6300,13213,successful,176,US,USD,10/3/2020,2/19/2021,FALSE,FALSE,music/electric music,music,electric music,cat02,scat06
2836,Garcia Ltd,Secured global success,5600,5476,failed,137,DK,DKK,12/13/2020,4/14/2021,FALSE,TRUE,music/metal,music,metal,cat02,scat017
2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800,13474,successful,337,CA,CAD,3/11/2021,8/18/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3111,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600,91722,failed,908,US,USD,11/18/2020,8/16/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
1414,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800,8219,successful,107,US,USD,3/5/2021,2/20/2022,TRUE,FALSE,technology/web,technology,web,cat03,scat03
2765,Ho-Harris,Versatile cohesive encoding,7300,717,failed,10,US,USD,12/1/2020,9/28/2021,FALSE,FALSE,food/food trucks,food,food trucks,cat01,scat01
939,Ross Group,Organized executive solution,6500,1065,canceled,32,IT,EUR,2/2/2021,3/26/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
390,Turner-Davis,Automated local emulation,600,8038,successful,183,US,USD,2/17/2021,6/9/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2851,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900,68769,failed,1910,CH,CHF,2/7/2021,10/24/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
1607,Smith-Hess,Grass-roots real-time Local Area Network,6100,3352,failed,38,AU,AUD,4/28/2020,3/10/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3201,"Brown, Herring and Bass",Organized client-driven capacity,7200,6785,failed,104,AU,AUD,11/26/2020,3/11/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
641,"Chase, Garcia and Johnson",Adaptive intangible database,3500,5037,successful,72,US,USD,5/20/2021,6/21/2021,FALSE,TRUE,music/rock,music,rock,cat02,scat02
524,Ramsey and Sons,Grass-roots contextually-based algorithm,3800,1954,failed,49,US,USD,11/23/2021,2/5/2022,FALSE,FALSE,food/food trucks,food,food trucks,cat01,scat01
2423,Cooke PLC,Focused executive core,100,5,failed,1,DK,DKK,12/5/2020,9/25/2021,FALSE,TRUE,publishing/nonfiction,publishing,nonfiction,cat06,scat010
1532,Wong-Walker,Multi-channeled disintermediate policy,900,12102,successful,295,US,USD,6/8/2021,9/4/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
1748,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100,24234,failed,245,US,USD,6/7/2020,5/24/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
3168,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400,2809,failed,32,US,USD,1/12/2021,12/22/2021,FALSE,FALSE,music/indie rock,music,indie rock,cat02,scat08
1077,Peterson PLC,User-friendly discrete benchmark,2100,11469,successful,142,US,USD,2/3/2021,4/10/2021,FALSE,FALSE,film & video/documentary,film & video,documentary,cat05,scat05
3114,Townsend Ltd,Grass-roots actuating policy,2800,8014,successful,85,US,USD,1/27/2021,5/15/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2547,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500,514,failed,7,US,USD,8/12/2021,11/18/2021,FALSE,TRUE,theater/plays,theater,plays,cat04,scat04
2065,Salazar-Dodson,Face-to-face zero tolerance moderator,32900,43473,successful,659,DK,DKK,3/20/2021,9/25/2021,FALSE,TRUE,publishing/fiction,publishing,fiction,cat06,scat014
1143,Davis Ltd,Grass-roots optimizing projection,118200,87560,failed,803,US,USD,7/17/2021,11/18/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
2545,Harris-Perry,User-centric 6thgeneration attitude,4100,3087,canceled,75,US,USD,3/5/2021,7/26/2021,FALSE,TRUE,music/indie rock,music,indie rock,cat02,scat08
1315,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800,1586,failed,16,US,USD,3/28/2021,4/23/2021,FALSE,FALSE,games/video games,games,video games,cat07,scat012
2219,Flores PLC,Focused real-time help-desk,6300,12812,successful,121,US,USD,12/9/2020,5/9/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
854,Martinez LLC,Robust impactful approach,59100,183345,successful,3742,US,USD,12/31/2020,2/6/2022,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
336,Miller-Irwin,Secured maximized policy,2200,8697,successful,223,US,USD,11/26/2021,12/2/2021,FALSE,FALSE,music/rock,music,rock,cat02,scat02
3014,Sanchez-Morgan,Realigned upward-trending strategy,1400,4126,successful,133,US,USD,6/4/2020,4/11/2021,FALSE,TRUE,film & video/documentary,film & video,documentary,cat05,scat05
326,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500,3220,failed,31,US,USD,7/10/2021,8/3/2021,FALSE,FALSE,theater/plays,theater,plays,cat04,scat04
